,Kodu/Barkodu,F. Kodu,‹r¸n Ad˝,Mevcut,Fiyat˝,Tutar˝,T¸r¸,Kdv,A.Fiyat˝,A.Tutar˝,Maliyeti,2.Fiyat˝,Top. Giri˛,Top. «˝k˝˛,S.Gir. Tarihi,S.«˝k. Tarihi,Grub No,G.Kdv
,5410076598090,             ,WELLA ﬁAMPUAN                 ,-8,4.25,-34,Adet,F,3.25,-26,3.25,4.25,,8,          ,20.08.2013,12,18
,8690766294045,             ,HALK  PUF                     ,-33,0.25,-8.25,Adet,A,0.2,-6.6,0.2,0.25,,33,          ,27.04.2012,1,1
,8690504025153,             ,‹LKER DRAJE                   ,-2,1.9,-3.8,Adet,D,1.55,-3.1,1.55,1.9,,2,          ,07.02.2012,6,8
,8690504025177,             ,‹LKER DRAJE                   ,-11,1.9,-20.9,Adet,D,1.55,-17.05,1.55,1.9,,11,          ,30.05.2012,6,8
,8690504025160,             ,‹LKER DRAJE                   ,-4,1.9,-7.6,Adet,D,1.55,-6.2,1.55,1.9,,4,          ,18.02.2012,6,8
,8690504021957,             ,‹LKER BEYAZ «›KOLATA          ,-10,3.25,-32.5,Adet,D,2.71,-27.1,2.71,3.25,,10,          ,13.10.2012,6,8
,5000174336450,5000174336450,›PANA KOM A–I BAKIMI G‹«. FER.,-50,6.75,-337.5,Adet,F,4.75,-237.5,4.75,6.75,,50,          ,26.02.2016,47,18
,6221048401329,             ,S›GNAL 125ML ETK›N KALS›YUM   ,-57,1.75,-99.75,Adet,F,1,-57,1,1.75,,57,          ,20.02.2013,47,18
,8699300270019,             ,KOM›L› SIZMA 1LT              ,-1,12.5,-12.5,Adet,B,11.25,-11.25,11.25,12.5,,1,          ,22.11.2011,2,8
,8690562017954,             ,B›FA GOFRET                   ,-12,0.25,-3,Adet,D,0.2,-2.4,0.2,0.25,,12,          ,23.06.2012,1,8
,8690562017602,             ,B›FA GOFRET                   ,-63,0.25,-15.75,Adet,A,0.2,-12.6,0.2,0.25,,63,          ,04.08.2012,1,1
,8690562017473,             ,B›FA GOFRET                   ,-33,0.25,-8.25,Adet,A,0.2,-6.6,0.2,0.25,,33,          ,08.09.2012,1,1
,8690624202649,             ,DOR›TOS                       ,-2,1.25,-2.5,Adet,D,1,-2,1,1.25,,2,          ,30.11.2011,1,8
,8699543630144,             ,SENSODYNE D›ﬁ MACUNU 100ML    ,-5,12.5,-62.5,Adet,F,11,-55,11,12.5,,5,          ,01.04.2012,12,1
,8699543630137,             ,SENSODYNE BEYAZLATICI D›ﬁ MAC.,-7,8.25,-57.75,Adet,F,7.3,-51.1,7.3,8.25,,7,          ,02.04.2013,1,18
,8699543004457,             ,SENSODYNE TAM KOR BEY.        ,-24,7.5,-180,Adet,F,7.2,-172.8,7.2,7.5,,24,          ,11.10.2013,12,18
,8699300272068,             ,KOM›L› 5L AY«›«EK             ,-3,20,-60,Adet,A,17.75,-53.25,17.75,20,,3,          ,08.02.2012,1,1
,8690504095538,             ,‹LKER SICAK «›KOLATA          ,-193,0.6,-115.8,Adet,A,0.48,-92.64,0.48,0.6,,193,          ,29.12.2017,1,1
,8690739002219,             ,SAKIPA–A K÷Y YOGURDU          ,-520,7.25,-3770,Adet,C,6.5,-3380,6.5,7.25,,520,          ,02.07.2015,1,8
,8690642000920,             ,NESQICK «›LEKL› SUT           ,-14,0.9,-12.6,Adet,C,0.72,-10.08,0.72,0.9,,14,          ,02.04.2012,3,8
,8690562004954,             ,B›FA                          ,-93,1,-93,Adet,A,0.8,-74.4,0.8,1,,93,          ,25.01.2014,1,1
,8698509292990,             ,DUF DUF 8ADET                 ,-15,1,-15,Adet,B,0.82,-12.3,0.82,1,,15,          ,23.01.2012,6,8
,9000100668552,             ,TURS›L COLOR 7.5KG            ,-10,17.5,-175,Adet,F,16,-160,16,17.5,,10,          ,28.12.2011,12,18
,9000100668576,             ,TURS›L 7.5KG                  ,-9,17.5,-157.5,Adet,F,16,-144,16,17.5,,9,          ,08.12.2011,50,18
,9000100514057,             ,PERS›L GOLT                   ,-4,12.75,-51,Adet,F,11.5,-46,11.5,12.75,,4,          ,03.12.2011,12,18
,9000100514330,             ,PERS›L GOLD 4KG COLOR PLUS    ,-17,12.75,-216.75,Adet,F,11.5,-195.5,11.5,12.75,,17,          ,30.03.2012,35,18
,8699316230847,             ,M›RAY SIVI SABUN  G‹L 2.5KG   ,-57,3.95,-225.15,Adet,F,3.45,-196.65,3.45,3.95,,57,          ,25.12.2013,51,18
,2900000000000,             ,›ZM›R TULUMU                  ,-59700,24,-1432.8,Kilo,D,21,-1253.7,21,24,,59.7,          ,01.02.2014,1,8
,8699443800173,             ,SUNNY AY«›«EK YA–I            ,-214,5,-1070,Adet,D,3.95,-845.3,3.95,5,,214,          ,21.05.2016,1,8
,8699443800180,             ,SUNNY AY«›«EK YA–I            ,-36,9.5,-342,Adet,D,8.7,-313.2,8.7,9.5,,36,          ,19.11.2015,1,8
,8690767710087,             ,S‹TA›                         ,-84,0.5,-42,Adet,A,0.4,-33.6,0.4,0.5,,84,          ,03.07.2012,1,1
,8690771130505,             ,B›LUR DEN›Z TUZU 3.KG         ,-10,1.5,-15,Adet,B,1,-10,1,1,,10,          ,15.02.2012,3,8
,5413149648852,             ,ALO ULTRA ›NC› BEYAZI 1.5 KG  ,-1,7,-7,Adet,F,6.1,-6.1,6.1,7,,1,          ,05.06.2012,1,18
,8690637593468,             ,L›PTON DO–U KARRADEN›Z        ,-29,2.2,-63.8,Adet,D,1.8,-52.2,1.8,2.2,,29,          ,07.04.2013,1,8
,8690612501600,             ,MANTI SUPERFRESH              ,-210,3.5,-735,Adet,B,3.02,-634.2,3.02,3.5,,210,          ,06.06.2018,1,8
,8690526083254,             ,ET› TUTKU                     ,-613,1.25,-766.25,Adet,C,1,-613,1,1.25,,613,          ,16.07.2018,1,8
,8690624202618,             ,DOR›TOS                       ,-2,1.25,-2.5,Adet,C,1,-2,1,1.25,,2,          ,07.01.2012,1,8
,8690526061108,             ,ET›  BURCAK                   ,-1122,1.25,-1402.5,Adet,C,1,-1122,1,1.25,,1.122,          ,16.07.2018,1,8
,8691641040016,             ,F›SKOB›RL›K KIYILMIﬁ ›« FINDIK,-71,4.2,-298.2,Adet,B,3.5,-248.5,3.5,4.2,,71,          ,02.12.2012,2,8
,8699621211777,             ,GLODY SPR›NG                  ,-3,2.75,-8.25,Adet,F,2.25,-6.75,2.25,2.75,,3,          ,15.01.2012,1,18
,8699621211760,             ,GLODY                         ,-11,2.75,-30.25,Adet,F,2.25,-24.75,2.25,2.75,,11,          ,01.06.2012,1,18
,8699621211838,             ,GLODY                         ,-10,2.75,-27.5,Adet,F,2.25,-22.5,2.25,2.75,,10,          ,07.07.2012,1,18
,8699621215539,             ,GLODY                         ,-8,2.75,-22,Adet,F,2.25,-18,2.25,2.75,,8,          ,07.07.2012,1,18
,8699621211784,             ,GLODY                         ,-9,2.75,-24.75,Adet,F,2.25,-20.25,2.25,2.75,,9,          ,13.09.2012,1,18
,8699621630509,             ,GLODY                         ,-1,2.75,-2.75,Adet,F,2.25,-2.25,2.25,2.75,,1,          ,27.01.2012,1,18
,8699621302673,             ,GLODY                         ,-11,2.75,-30.25,Adet,F,2.25,-24.75,2.25,2.75,,11,          ,05.07.2012,1,18
,8699621211111,             ,GLODY                         ,0,2.75,0,Adet,F,2.25,0,2.25,2.75,,,          ,          ,1,18
,8699621302819,             ,GLODY                         ,-6,2.75,-16.5,Adet,F,2.25,-13.5,2.25,2.75,,6,          ,05.05.2012,1,18
,6698671211746,             ,GLODY                         ,0,2.75,0,Adet,F,2.25,0,2.25,2.75,,,          ,          ,1,18
,8699621211753,             ,GLODY                         ,-4,2.75,-11,Adet,F,2.25,-9,2.25,2.75,,4,          ,16.02.2012,1,18
,8699621302680,             ,GLODY                         ,-10,2.75,-27.5,Adet,F,2.25,-22.5,2.25,2.75,,10,          ,06.07.2012,1,18
,8699621211746,             ,GLODY                         ,-5,2.75,-13.75,Adet,F,2.25,-11.25,2.25,2.75,,5,          ,17.05.2012,1,18
,80177616,             ,K›NDER CHOCOLATE 8 BARS       ,-20,3.25,-65,Adet,C,2.65,-53,2.65,3.25,,20,          ,16.06.2012,13,8
,8690504035749,             ,ALBEN›                        ,-209,0.75,-156.75,Adet,C,0.57,-119.13,0.57,0.75,,209,          ,24.03.2014,1,8
,8690840217069,             ,ONEO                          ,-4,1.75,-7,Adet,D,1.45,-5.8,1.45,1.75,,4,          ,30.04.2012,1,8
,8690840217052,             ,ONEO                          ,-3,1.75,-5.25,Adet,D,1.45,-4.35,1.45,1.75,,3,          ,04.04.2012,6,8
,8690840217076,             ,ONEO                          ,-3,1.75,-5.25,Adet,D,1.45,-4.35,1.45,1.75,,3,          ,15.03.2012,6,8
,8690840217083,             ,ONEO                          ,-4,1.75,-7,Adet,D,1.46,-5.84,1.46,1.75,,4,          ,16.04.2012,6,8
,8697402110646,             ,7TEPE D›L›M SUCUK             ,-37,3.25,-120.25,Adet,D,2.5,-92.5,2.5,3.25,,37,          ,20.06.2012,1,8
,86915519,             ,HOBBY 750 ML ﬁAMPUAN JOJOBA   ,-109,4.5,-490.5,Adet,F,3.7,-403.3,3.7,4.5,,109,          ,09.07.2018,41,18
,8690937004183,             ,HOBBY SIVI SABUN              ,-17,1.25,-21.25,Adet,D,1,-17,1,1.25,,17,          ,17.03.2012,1,8
,8690637582721,             ,CARTEDOR B›TTER               ,-46,1.25,-57.5,Adet,A,1.05,-48.3,1.05,1.25,,46,          ,20.08.2016,1,1
,8692462001149,             ,BALKAN YOGURT 2KG             ,-1308,7.5,-9810,Adet,C,6.5,-8502,6.5,7.5,,1.308,          ,14.07.2018,1,8
,8690504270515,             ,‹LKER COCO                    ,-291,1,-291,Adet,A,0.8,-232.8,0.8,1,,291,          ,16.08.2016,1,1
,8690734355433,             ,SCOTCH BR›TE                  ,-12,2.5,-30,Adet,D,2.25,-27,2.25,2.5,,12,          ,04.03.2013,1,8
,8693891196505,             ,÷NC‹ NAR EKﬁ›S› 700 GR        ,-250,4.5,-1125,Adet,B,3.74,-935,3.74,4.5,,250,          ,16.07.2018,1,8
,8690799021380,             ,MET›N K‹REK HELVA             ,-16,4.75,-76,Adet,D,4.02,-64.32,4.02,4.75,,16,          ,14.03.2014,1,8
,8690799021397,             ,MET›N K‹REK HELVA             ,-5,4.75,-23.75,Adet,D,4.02,-20.1,4.02,4.75,,5,          ,14.03.2014,1,8
,8690799021403,             ,MET›N HELVA                   ,-8,6.5,-52,Adet,D,5.7,-45.6,5.7,6.5,,8,          ,25.02.2012,1,8
,8692095338155,             ,SEK TEREYA–I 250 GR.          ,-19,6.95,-132.05,Adet,B,5.9,-112.1,5.9,6.95,,19,          ,05.09.2015,9,8
,8692095135044,             ,SEK KREMA 200.GR              ,-44,4.5,-198,Adet,B,4,-176,4,4.5,,44,          ,27.05.2015,2,8
,8690504511991,             ,KOLA TURKA 250ML              ,-28,0.6,-16.8,Adet,D,0.45,-12.6,0.45,0.6,,28,          ,02.01.2013,6,8
,8690937001809,             ,HOBBY S.SABUN SAF DOK.500 ML  ,-19,1.25,-23.75,Adet,F,1,-19,1,1.25,,19,          ,25.02.2012,1,18
,8691518125105,             ,HOL›DAY MAX 33G               ,-60,0.25,-15,Adet,C,0.18,-10.8,0.18,0.25,,60,          ,10.03.2012,1,8
,8690637605512,             ,R›NSO  MAT›K 6KG              ,-9,17.25,-155.25,Adet,F,16.25,-146.25,16.25,17.25,,9,          ,23.06.2012,12,18
,8690766128128,             ,HOBBY                         ,-122,0.25,-30.5,Adet,A,0.2,-24.4,0.2,0.25,,122,          ,01.06.2013,1,1
,8697432872576,             ,CEMSAN M›SKEK PASTA ALTI      ,-18,3.25,-58.5,Adet,B,2.75,-49.5,2.75,3.25,,18,          ,07.06.2013,1,8
,8697432872569,             ,PAND›SPANYA                   ,-16,3.25,-52,Adet,A,2.75,-44,2.75,3.25,,16,          ,26.07.2013,1,1
,8691959414653,             ,PRES 500+500                  ,-15,2.65,-39.75,Adet,D,2.2,-33,2.2,2.65,,15,          ,12.09.2015,12,8
,8690637534003,             ,OMO MAT›K ACT›VE FRESH 3KG    ,-137,13.5,-1849.5,Adet,F,12.5,-1712.5,12.5,13.5,,137,          ,19.07.2016,55,18
,8690637534126,             ,OMO COLOR 3.K–.KONSTRE        ,-36,12.95,-466.2,Adet,G,11.9,-428.4,11.9,12.95,,36,          ,20.02.2015,1,0
,8692900308014,             ,V›K›NG ULTRA CAMAﬁIR SUYU     ,-45,2.2,-99,Adet,F,1.85,-83.25,1.85,2.2,,45,          ,13.02.2014,12,18
,8690766128135,             ,HOBBY                         ,-60,0.25,-15,Adet,A,0.2,-12,0.2,0.25,,60,          ,15.10.2012,1,1
,8690526095202,             ,ET› HOﬁBEﬁ                    ,-119,2.85,-339.15,Adet,A,2.4,-285.6,2.4,2.85,,119,          ,14.07.2018,1,1
,8690767710223,             ,S‹TAﬁ                         ,-42,0.5,-21,Adet,C,0.4,-16.8,0.4,0.5,,42,          ,19.02.2012,1,8
,8801038562445,             ,DORCO                         ,-20,0.5,-10,Adet,F,0.35,-7,0.35,0.5,,20,          ,29.05.2013,1,18
,4015400477938,             ,UYUOYNA 4+9                   ,-24,14.75,-354,Adet,F,13.5,-324,13.5,14.75,,24,          ,19.09.2013,1,18
,8690629435493,             ,DR.PUD›NG                     ,-47,2,-94,Adet,D,1.59,-74.73,1.59,2,,47,          ,06.03.2018,1,8
,8690799021441,             ,MET›N DUT RE«EL›              ,-11,3.75,-41.25,Adet,D,3.35,-36.85,3.35,3.75,,11,          ,30.06.2012,1,8
,8690504016243,             ,‹LKER BEBE                    ,-145,1.5,-217.5,Adet,D,1.3,-188.5,1.3,1.5,,145,          ,26.12.2015,1,8
,8690629436490,             ,DR OETKER VAN›L›N             ,-477,1.25,-596.25,Adet,D,0.9,-429.3,0.9,1.25,,477,          ,06.07.2018,1,8
,8690504063445,             ,‹LKER DANKEK 250GR            ,-4,2.2,-8.8,Adet,D,1.74,-6.96,1.74,2.2,,4,          ,13.03.2012,6,8
,8690504063346,             ,DANKEK KAKOLU                 ,-4,2.2,-8.8,Adet,D,1.74,-6.96,1.74,2.2,,4,          ,05.05.2012,6,8
,8690504061847,             ,DANKEK KAKAO KAPLAMALI        ,-4,2.5,-10,Adet,D,2.13,-8.52,2.13,2.5,,4,          ,06.04.2012,1,8
,8690504061649,             ,DANKEK «›LEKL›                ,-2,2.5,-5,Adet,D,2.15,-4.3,2.15,2.5,,2,          ,09.03.2012,1,8
,8690504061748,             ,DANKEK «AY SAAT›              ,-4,2.5,-10,Adet,D,2.15,-8.6,2.15,2.5,,4,          ,05.04.2012,1,8
,8698980920344,             ,SARIKIZ                       ,-49,0.5,-24.5,Adet,A,0.4,-19.6,0.4,0.5,,49,          ,23.06.2014,1,1
,7891000024454,             ,NESCAFE DOLCA                 ,-89,2.5,-222.5,Adet,D,2.09,-186.01,2.09,2.5,,89,          ,15.09.2012,1,8
,8697911156012,8697911156012,M›MOZA S›RKE TURﬁULUK 2 LT    ,-62,1.5,-93,Adet,B,0.7,-43.4,0.7,1.5,,62,          ,18.09.2012,1,8
,8697426412221,             ,KATMER UN 5KG8697426410012    ,-2861,8.95,-25605.95,Adet,E,8,-22888,8,8.95,,2.861,          ,16.07.2018,1,0
,80177609,             ,K›NDER CHOCOLATE 50 GR        ,-138,1.85,-255.3,Adet,C,1.55,-213.9,1.55,1.85,,138,          ,06.06.2015,13,8
,8690504066828,             ,DANKEK PASTA                  ,-78,3.25,-253.5,Adet,D,2.6,-202.8,2.6,3.25,,78,          ,23.05.2015,6,8
,8690504556558,             ,HERO BABY                     ,-5,16.5,-82.5,Adet,D,15,-75,15,16.5,,5,          ,05.09.2013,1,8
,8690504556589,             ,HERO BABYB  3                 ,-2,30,-60,Adet,D,29,-58,29,30,,2,          ,09.05.2012,6,8
,8690504556572,             ,HERO BABY 3                   ,-3,30,-90,Adet,D,29,-87,29,30,,3,          ,14.08.2013,6,8
,8690504556541,             ,HERO BABY                     ,-3,13.75,-41.25,Adet,D,11.9,-35.7,11.9,13.75,,3,          ,17.06.2013,6,8
,8690504556534,             ,HERO 3DEVAM S‹T‹              ,-3,13.75,-41.25,Adet,D,11.9,-35.7,11.9,13.75,,3,          ,23.05.2012,6,8
,8690504556565,             ,HERO BEBEK S‹T‹               ,-2,25,-50,Adet,D,23.8,-47.6,23.8,25,,2,          ,23.07.2013,6,8
,8690504551874,             ,HERO 8TAHILLI                 ,-1,6.25,-6.25,Adet,A,5.43,-5.43,5.43,6.25,,1,          ,09.03.2012,1,1
,8698509284643,             ,YULULUﬁIU                     ,-9,1,-9,Adet,B,0.75,-6.75,0.75,1,,9,          ,14.10.2012,6,8
,8690637064449,             ,YEN› YUMOﬁ BAHAR TAZEL›–› 4LE ,-2,7.75,-15.5,Adet,F,6.89,-13.78,6.89,7.75,,2,          ,29.11.2014,51,18
,8690637064487,             ,YUMOﬁ LAVANTA FERAHLI–I 4L    ,-1,6.5,-6.5,Adet,F,5.99,-5.99,5.99,6.5,,1,          ,29.12.2011,51,18
,8690637589669,             ,C›F SUNL›GHT                  ,-1,2.5,-2.5,Adet,D,2.15,-2.15,2.15,2.5,,1,          ,27.12.2011,1,8
,9000100709569,             ,PR›L JEL                      ,-10,15.75,-157.5,Adet,F,13.94,-139.4,13.94,15.75,,10,          ,22.03.2016,1,18
,8690504080015,             ,‹LKER DANKEK                  ,-5,0.5,-2.5,Adet,B,0.4,-2,0.4,0.5,,5,          ,27.01.2012,6,8
,8690526051222,             ,ET› YULAFLI                   ,-394,1.25,-492.5,Adet,B,1,-394,1,1.25,,394,          ,16.07.2018,8,8
,8699956091013,             ,PEDO                          ,-1,9.75,-9.75,Adet,A,8.5,-8.5,8.5,9.75,,1,          ,20.02.2012,1,1
,8697402690841,             ,KURU ›NC›R                    ,-3,8.5,-25.5,Adet,D,7.5,-22.5,7.5,8.5,,3,          ,02.01.2012,1,8
,7622300378585,             ,JACOBS                        ,-1,10,-10,Adet,C,7.6,-7.6,7.6,10,,1,          ,17.10.2012,1,8
,4892606010417,             ,ATC  TASARRUFLU AMPUL 15V     ,-29,3.75,-108.75,Adet,F,3.1,-89.9,3.1,3.75,,29,          ,05.07.2013,12,18
,80715870,             ,V›V›DENT XYLIT SAKIZ          ,-17,1.25,-21.25,Adet,C,1.05,-17.85,1.05,1.25,,17,          ,25.02.2013,27,8
,80749660,             ,V›V›DENT EXTRA                ,-34,1.5,-51,Adet,C,1.19,-40.46,1.19,1.5,,34,          ,22.01.2016,27,8
,80640295,8003440906149,V›V›DENT WH›TE KARBONATLI     ,-18,1,-18,Adet,C,0.9,-16.2,0.9,1,,18,          ,23.04.2013,27,8
,2800183000000,             ,BANV›T P›L›«                  ,-7430,4.75,-35.29,Kilo,D,4.03,-29.94,4.03,4.75,,7.43,          ,30.12.2011,1,8
,8690504089384,             ,ALPELLA                       ,-105,0.5,-52.5,Adet,A,0.38,-39.9,0.38,0.5,,105,          ,27.08.2012,1,1
,8690931005179,             ,Y÷R‹KOGLU KREM PEYN›R         ,-80,4.75,-380,Adet,D,4,-320,4,4.75,,80,          ,03.07.2018,1,8
,8692952056765,             ,G‹RAL G‹LL‹                   ,-7,6.5,-45.5,Adet,D,5.04,-35.28,5.04,6.5,,7,          ,13.02.2013,1,8
,8690931008118,             ,Y÷R‹KOGLU LABNE               ,-64,4.5,-288,Adet,C,3.75,-240,3.75,4.5,,64,          ,02.07.2018,1,8
,8692952050978,             ,G‹RAL G‹LL‹                   ,-12,2.95,-35.4,Adet,D,2.1,-25.2,2.1,2.95,,12,          ,24.03.2012,1,8
,8692952058875,             ,ASENA INCE BELLI CAY BARD.6'LI,-32,4.5,-144,Adet,D,2.98,-95.36,2.98,4.5,,32,          ,28.01.2013,1,8
,5413149635272,             ,AR›EL MAT›K 6 KG EXTRA SOFT   ,-5,25,-125,Adet,F,23.5,-117.5,23.5,25,,5,          ,16.02.2012,55,18
,8692095338315,             ,SEK YO–URT 800 GR.            ,-265,3.5,-927.5,Adet,B,2.9,-768.5,2.9,3.5,,265,          ,17.08.2017,9,8
,8690504687092,             ,HALK                          ,-6,1,-6,Adet,A,0.8,-4.8,0.8,1,,6,          ,10.02.2012,1,1
,4015400125860,             ,ORK›D EKO ULTRA COMFORT 2*10  ,-33,4.95,-163.35,Adet,F,3.5,-115.5,3.5,4.95,,33,          ,07.04.2013,12,18
,8690612310462,             ,TONETTO TON BALI–I            ,-13,5.9,-76.7,Adet,B,4.71,-61.23,4.71,5.9,,13,          ,29.10.2013,1,8
,8690612310455,             ,TONETTO BALIK K‹«‹K           ,-7,2,-14,Adet,B,1.7,-11.9,1.7,2,,7,          ,24.03.2013,1,8
,8690612302016,             ,S‹PER TON 100                 ,-1,3.75,-3.75,Adet,B,3.2,-3.2,3.2,3.75,,1,          ,08.01.2012,1,8
,8690533066301,             ,ET› KEK                       ,-39,3,-117,Adet,D,2.6,-101.4,2.6,3,,39,          ,05.07.2018,1,8
,5011321745155,             ,HEAD&SHOULDERS KLAS›K BAKIM   ,-7,9.5,-66.5,Adet,F,8.9,-62.3,8.9,9.5,,7,          ,27.05.2012,41,18
,9000100513807,             ,TURS›L MAT›K LEYLAK 10 KG KONS,-283,27.9,-7895.7,Adet,F,25.95,-7343.85,25.95,27.9,,283,          ,30.06.2018,55,18
,8690637053436,             ,L›PTON YELLOW 100 DEML›K      ,-29,7.5,-217.5,Adet,C,6.5,-188.5,6.5,7.5,,29,          ,09.07.2012,1,8
,8690570524185,             ,A›RW›CK ODA SPREY› MAK.+2YEDEK,-5,12.9,-64.5,Adet,F,11.25,-56.25,11.25,12.9,,5,          ,03.04.2012,1,18
,8690763030073,             ,YEDOY PASTA                   ,-49,2.5,-122.5,Adet,D,1.85,-90.65,1.85,2.5,,49,          ,29.11.2012,1,8
,8690763030080,             ,YEDOY PASTA                   ,-11,2.5,-27.5,Adet,D,1.85,-20.35,1.85,2.5,,11,          ,24.09.2012,1,8
,8680136590037,             ,BACAS›L                       ,-68,1,-68,Adet,A,0.6,-40.8,0.6,1,,68,          ,09.01.2015,1,1
,8690931006015,             ,Y÷R‹KOGLU S‹T                 ,-40,0.75,-30,Adet,D,0.62,-24.8,0.62,0.75,,40,          ,25.02.2017,1,8
,8690632054469,             ,CRUNCH                        ,-41,0.5,-20.5,Adet,D,0.4,-16.4,0.4,0.5,,41,          ,17.05.2012,1,8
,8691959411010,             ,DUﬁ JEL›                      ,-12,2.5,-30,Adet,F,2.02,-24.24,2.02,2.5,,12,          ,11.11.2013,1,18
,8691959411027,             ,DUﬁ JEL› 300ML                ,-7,2.5,-17.5,Adet,F,2.05,-14.35,2.05,2.5,,7,          ,21.10.2013,12,18
,8690504022060,             ,‹LKER «›KOLATA                ,-72,1,-72,Adet,D,0.8,-57.6,0.8,1,,72,          ,12.12.2013,1,8
,8690504022077,             ,‹LKER  FINDIKLI               ,-38,1.25,-47.5,Adet,D,1,-38,1,1.25,,38,          ,10.11.2014,1,8
,8690504022084,             ,‹LKER ANTEP                   ,-103,1.25,-128.75,Adet,D,1,-103,1,1.25,,103,          ,28.06.2014,1,8
,8690504066927,             ,DANKEK PASTA                  ,-93,3.5,-325.5,Adet,D,3,-279,3,3.5,,93,          ,06.04.2017,6,8
,8692095335307,             ,SEK NATUREL AYRAN 1 LT.       ,-1,2,-2,Adet,B,1.65,-1.65,1.65,2,,1,          ,08.01.2012,9,8
,8690565003831,             ,PINAR TROP›C MEYVE SUYU 1LT   ,-27,2.15,-58.05,Adet,B,1.7,-45.9,1.7,2.15,,27,          ,04.05.2017,25,8
,8691959471120,             ,PRENS JEL  2KG                ,-12,6.5,-78,Adet,F,5.4,-64.8,5.4,6.5,,12,          ,08.12.2012,12,18
,8691321100627,869132110162,YONCA AY«›«EK 5 LT PVC        ,-30,17.5,-525,Adet,B,16.5,-495,16.5,17.5,,30,          ,18.03.2012,2,8
,8697702983292,             ,S›NANG›L KREM ﬁANT›           ,-57,2,-114,Adet,D,1.93,-110.01,1.93,2,,57,          ,12.12.2012,1,8
,8690292000578,             ,CEVHER TUZ TUZLUKLU 250GR     ,-15,1,-15,Adet,B,0.79,-11.85,0.79,1,,15,          ,04.10.2012,1,8
,8690292000554,             ,CEVHER TUZ 500GR              ,-16,1,-16,Adet,B,0.83,-13.28,0.83,1,,16,          ,17.05.2012,1,8
,5413149648746,             ,ALO MAT›K 8KR                 ,-14,24.5,-343,Adet,F,22.5,-315,22.5,24.5,,14,          ,20.04.2013,12,18
,8692382030328,             ,SENSO X1 DESENL› PE«ETE       ,-114,1.5,-171,Adet,F,1.25,-142.5,1.25,1.5,,114,          ,13.10.2012,1,18
,8690504556220,             ,HERO                          ,-13,1,-13,Adet,A,0.8,-10.4,0.8,1,,13,          ,23.10.2012,1,1
,8690526093390,             ,ET› KOMBO                     ,-98,1,-98,Adet,D,0.8,-78.4,0.8,1,,98,          ,04.08.2013,1,8
,8690526087252,             ,ET› CANGA                     ,-612,1.25,-765,Adet,D,1,-612,1,1.25,,612,          ,11.07.2018,8,8
,4015400481133,             ,ORK›D PLAT›NUM                ,-176,3.5,-616,Adet,D,2.32,-408.32,2.32,5.5,,176,          ,12.02.2018,12,8
,4015400481010,             ,ORK›T PLAT›NUM                ,-55,3.5,-192.5,Adet,F,2.45,-134.75,2.45,3.5,,55,          ,12.05.2018,12,18
,4015400480754,             ,ORK›T PLAT›NUM                ,-97,3.5,-339.5,Adet,F,2.32,-225.04,2.32,3.5,,97,          ,09.02.2018,12,18
,5410076336319,             ,HEAD SHOULDERS 500ML          ,-27,8.25,-222.75,Adet,F,7.16,-193.32,7.16,8.25,,27,          ,13.02.2014,12,18
,5410076351930,             ,PANTEN PRO V 500ML            ,-13,6.25,-81.25,Adet,F,5.35,-69.55,5.35,6.25,,13,          ,11.10.2012,12,18
,8690799021410,             ,MET›N CHOCOLOC 650GR          ,-73,4.65,-339.45,Adet,D,3.99,-291.27,3.99,4.65,,73,          ,10.04.2014,1,8
,8690348000415,             ,TU–«E KEMALPAﬁA TATLISI       ,-14,2.65,-37.1,Adet,B,2.15,-30.1,2.15,2.65,,14,          ,08.07.2015,2,8
,5449000016560,             ,COCA COLA light 1 LT          ,-40,1.75,-70,Adet,C,1.5,-60,1.5,1.75,,40,          ,17.09.2014,10,8
,8690577048110,             ,GELENEK UN 10 KG              ,-8,21,-168,Adet,A,18.66,-149.28,18.66,21,,8,          ,02.03.2016,1,1
,8690632701905,11470105,NESTLE CHOKELLA KAV.320 GR.   ,-11,4.95,-54.45,Adet,C,4.52,-49.72,4.52,4.95,,11,          ,26.09.2012,3,8
,5410076703692,             ,FA›RY  HEPS› 1 28L›           ,-17,14,-238,Adet,F,11.99,-203.83,11.99,14,,17,          ,19.02.2013,12,18
,5410076705702,             ,FA›RY  PLATINUM               ,-29,14.5,-420.5,Adet,F,13.99,-405.71,13.99,14.5,,29,          ,13.05.2013,12,18
,8691005769577,             ,G‹« PLAS «÷P TORBASI          ,-41,1,-41,Adet,F,0.6,-24.6,0.6,1,,41,          ,03.07.2016,3,18
,7613031380794,             ,NESF›T CHOLAT 300GR           ,-6,4.8,-28.8,Adet,B,4.2,-25.2,4.2,4.8,,6,          ,24.05.2012,1,8
,8690637605192,             ,C›F BALLR›NA 5L›              ,-31,3.5,-108.5,Adet,F,2.89,-89.59,2.89,3.5,,31,          ,20.03.2014,1,18
,3600541091504,             ,GARNIL                        ,-9,6.25,-56.25,Adet,A,5.5,-49.5,5.5,6.25,,9,          ,10.05.2013,1,1
,8692971481593,             ,B›Z›M KET«AP 750GR ACILI      ,-72,2.99,-215.28,Adet,D,2.47,-177.84,2.47,2.99,,72,          ,23.12.2013,1,8
